name,grade,birth_date_hijri,death_date_hijri,reliability_grade
Hilal bin Abi Hilal هلال بن أبي هلال,Follower(Tabi') [5th generation],,,Unknown
Hyaj bin Bsam al-Bsy Abu هياج بن بسام,Follower(Tabi') [5th generation],,,Unknown
Hyaj bin 'Imran bin al-Fsyl هياج بن عمران بن الفصيل,Follower(Tabi') [3rd Generation],,,Unknown
Wasl bin al-Sa'ib al-Rqashy واصل بن السائب الرقاشي أبو يحيى البصري,Follower(Tabi') [6th generation],,144.0,Unknown
al-Waleed bin Tha'laba الوليد بن ثعلبة,Follower(Tabi') [6th generation],,,Unknown
Wahb bin Ma'anws Balnwn وهب بن مأنوس,Follower(Tabi') [6th generation],,,Unknown
Yahya bin Muslim يحيى بن مسلم,Follower(Tabi') [6th generation],,,Unknown
Yahya bin Muslim - Yahya al-Baka' يحيى بن مسلم - يحيى البكاء,Follower(Tabi') [4th generation],,130.0,Unknown
Yazid bin Aban al-Raqqashi يزيد بن أبان الرقاشي,Follower(Tabi') [5th generation],,120.0,Unknown
Yazid bin Bibnws يزيد بن بابنوس,Follower(Tabi') [3rd Generation],,,Unknown
Yazid bin Hazm bin Zayd يزيد بن حازم بن زيد,Follower(Tabi') [6th generation],,148.0,Unknown
Yazid bin Thman al-Rqashy يزيد بن طهمان الرقاشي أبو المعتمر البصري,Follower(Tabi') [6th generation],,,Unknown
Yazid bin Ka'b al-Wdhy يزيد بن كعب العوذي,Follower(Tabi') [6th generation],,,Unknown
Yazid bin Na'ama al-Dabi يزيد بن نعامة,Follower(Tabi') [3rd Generation],,,Unknown
Yazid al-Farsy al-Bsry يزيد الفارسي البصري,Follower(Tabi') [4th generation],,,Unknown
Yman bin al-Mughira يمان بن المغيرة,Follower(Tabi') [6th generation],,160.0,Unknown
Yusuf bin Sa'd al-Jumahi يوسف بن سعد الجمحي,Follower(Tabi') [3rd Generation],,,Unknown
Yusuf bin Mhran al-'Abbassri يوسف بن مهران البصري,Follower(Tabi') [4th generation],,,Unknown
Abu Idrys Bsry أبو إدريس بصري,Follower(Tabi') [5th generation],,,Unknown
Abu al-Azhar أبو الأزهر,Follower(Tabi') [2nd Generation],,,Unknown
Abu Bakr bin al-Nadr bin Anas أبو بكر بن النضر,Follower(Tabi') [5th generation],,,Unknown
Abu Hafs al-'Abbassri أبو حفص البصري,Follower(Tabi') [6th generation],,,Unknown
Abu Khlyfh al-Ta'iy al-Bsry أبو خليفة الطائي,Follower(Tabi') [3rd Generation],,,Unknown
Abu al-Rihal al-Ansari أبو الرحال الأنصاري,Follower(Tabi') [5th generation],,,Unknown
Abu Shykh al-Hna'iy أبو,Follower(Tabi') [3rd Generation],,,Unknown
Abu Aatk'h أبو عاتكة,Follower(Tabi') [5th generation],,,Unknown
Abu 'Umar أبو عمر,Follower(Tabi') [3rd Generation],,,Unknown
Muslim Abu al-Alaniyya al-Mara'i مسلم أبو العلانية,Follower(Tabi') [4th generation],,,Unknown
Abu Ghalb al-Bahly Mwlahm أبو غالب الباهلي مولاهم,Follower(Tabi') [5th generation],,,Unknown
Abu Kabsha al-Sadusi أبو كبشة السدوسي البصري,Follower(Tabi') [3rd Generation],,,Unknown
Abu Ma'n أبو معن الإسكندراني,Follower(Tabi') [6th generation],,150.0,Unknown
Abu al-Mnyb أبو المنيب,Follower(Tabi'),,,Unknown
Abu al-Mahzam أبو المهزم - يزيد بن سفيان,Follower(Tabi') [3rd Generation],,,Unknown
Abu al-Wrd bin Thmamh أبو الورد بن ثمامة,Follower(Tabi') [6th generation],,,Unknown
Bin Hdyr بن حدير,Follower(Tabi') [4th generation],,,Unknown
'Ubaidullah bin Abi Bakra عبيد الله بن أبي بكرة,Follower(Tabi'),14.0,79.0,Unknown
Ruwad bin Abi Bakra رواد بن أبي بكرة,Follower(Tabi'),14.0,79.0,Unknown
Yazid bin Abi Bakra يزيد بن أبي بكرة,Follower(Tabi'),14.0,79.0,Unknown
al-Aswad bin Khultum الأسود بن كلثوم,Follower(Tabi'),,,Unknown
Iyas bin Qatada إياس بن قتادة,Follower(Tabi'),,,Unknown
Iyas bin Byhs al-Bahla al-Bsry إياس بن بيهس الباهلي البصري,Follower(Tabi'),,,Unknown
Aban Shykh Bsra أبان,Follower(Tabi'),,,Unknown
Tamim bin Huways al-Azdi تميم بن حويص الأزدي,Follower(Tabi'),,,Unknown
Tmym bin 'Abdullah al-Bsry تميم بن عبد الله البصري,Follower(Tabi'),,,Unknown
Twbh bin Kysan al-Bahla al-Nbry توبة بن كيسان الباهلي العنبري بصري,Follower(Tabi'),,,Unknown
Th'albah bin Malik Abu Bhr ثعلبة بن مالك أبو بحر البصري مولى,Follower(Tabi'),,,Unknown
Abu al-Jld al-Jwny Asmh Jylan أبو الجلد الجوني اسمه جيلان بن أبي,Follower(Tabi'),,,Unknown
Jarthuma bin 'Abdullah al-Nasaj جرثومة بن عبد الله النساج أبو محمد,Follower(Tabi'),,,Unknown
al-Harith bin 'Amr al-Bahla الحارث بن عمرو الباهلي,Follower(Tabi'),,,Unknown
Hameed al-Db'y al-Basri Wald Aba حميد الضبعي البصري والد أبي التياح,Follower(Tabi'),,,Unknown
Hjaj bin Malik Adad'h حجاج بن مالك عداده,Follower(Tabi'),,,Unknown
Hkym bin Dinar حكيم بن دينار,Follower(Tabi'),,,Unknown
Hsan bin Wbrh al-Mzny al-Bsry حسان بن وبرة المزني البصري كنيته أ,Follower(Tabi'),,,Unknown
Hrb bin Mkhsha Shhd al-Jml حرب بن مخشي شهد الجمل بصري,Follower(Tabi'),,,Unknown
Hryth bin al-Rabi'y al-Dwa Akhw حريث بن الربيع العدوي أخو حجير,Follower(Tabi'),,,Unknown
Hryth bin Mkhsha al-Qaysy Shhd حريث بن مخشي القيسي شهد الجمل,Follower(Tabi'),,,Unknown
Hmran Mwla Ma'ql bin Ysar حمران مولى معقل بن يسار البصري,Follower(Tabi'),,,Unknown
Hanabal bin 'Abdullah حنبل بن عبد الله,Follower(Tabi'),,,Unknown
Hntf bin al-Sjf حنتف بن السجف,Follower(Tabi'),,,Unknown
Khalid bin Syhan Bsra Shhd خالد بن سيحان بصري شهد تستر مع أب,Follower(Tabi'),,,Unknown
Khtab bin Jbyr bin Hyh خطاب بن جبير بن حية الثقفي البصري,Follower(Tabi'),,,Unknown
Khazm bin al-Qasim al-Bsry خازم بن القاسم البصري,Follower(Tabi'),,,Unknown
Khza'a bin Ziyad bin Abd خزاعي بن زياد بن عبد الله بن المغ,Follower(Tabi'),,,Unknown
Dkhyl bin Abi al-Khlyl Wasm دخيل بن أبي الخليل واسم أبيه صالح,Follower(Tabi'),,,Unknown
al-Rabi'y bin Ziyad Aaml Mua'wiya الربيع بن زياد عامل معاوية علي خرا,Follower(Tabi'),,,Unknown
Rabi'yah bin Zrarh al-Tky Abu ربيعة بن زرارة العتكي أبو الحلال ب,Follower(Tabi'),,,Unknown
Ryah bin Ryah رياح بن رياح,Follower(Tabi'),,,Unknown
Rshyd al-Wasty Qdm al-Bsrh رشيد الواسطي قدم البصرة,Follower(Tabi'),,,Unknown
Rbab Shykh رباب,Follower(Tabi'),,,Unknown
Umm al-Ra'ih bint Sly' Asmha أم الرائح بنت صليع اسمها الرباب,Follower(Tabi'),,,Unknown
Ziyad bin 'Abdur Rahman Abu زياد بن عبد الرحمن أبو الخصيب القي,Follower(Tabi'),,,Unknown
Ziyad bin Mutr bin Sharih زياد بن مطر بن شريح العدوي,Follower(Tabi'),,,Unknown
al-Zubair bin al-Sraf الزبير بن الصراف,Follower(Tabi'),,,Unknown
Zajr bin al-Slt al-Basri Aslh زاجر بن الصلت البصري أصله يماني,Follower(Tabi'),,,Unknown
Zhdm bin al-Harith al-Ghfary زهدم بن الحارث الغفاري,Follower(Tabi'),,,Unknown
Zajr bin al-Hythm زاجر بن الهيثم,Follower(Tabi'),,,Unknown
Zynb bint 'Abdullah bin Ans زينب بنت عبد الله بن أنس بن مالك,Follower(Tabi'),,,Unknown
S'aid bin Aymn Mwla K'ab سعيد بن أيمن مولى كعب بن سور بصري,Follower(Tabi'),,,Unknown
S'aid bin Slym al-Dby Knyt'h سعيد بن سليم الضبي كنيته أبو عثمان,Follower(Tabi'),,,Unknown
S'aid bin Hyan al-Azdy al-Yhmdy سعيد بن حيان الأزدي اليحمدي أصله م,Follower(Tabi'),,,Unknown
Salm bin Shhab bin Mdlj سالم بن شهاب بن مدلج العنبري,Follower(Tabi'),,,Unknown
Suliaman bin Qt'h Mwla bina سليمان بن قتة مولى بني تميم,Follower(Tabi'),,,Unknown
Suliaman bin Jbyr سليمان بن جبير,Follower(Tabi'),,,Unknown
Suliaman al-Azrq Mwla Abd al-Qays سليمان الأزرق مولى عبد القيس,Follower(Tabi'),,,Unknown
Suwayd bin Mnjwf al-Sdwsy Knyt'h سويد بن منجوف السدوسي كنيته أبو ال,Follower(Tabi'),,,Unknown
Slm bin Bashyr bin Jhl سلم بن بشير بن جحل بصري,Follower(Tabi'),,,Unknown
Swar al-Jrmy Bsra سوار الجرمي بصري,Follower(Tabi'),,,Unknown
S'hyl bin 'Asim al-Fqymy سهيل بن عاصم الفقيمي أبو السوية,Follower(Tabi'),,,Unknown
Sdws bin Habib Sahb al-Sabry سدوس بن حبيب صاحب السابري,Follower(Tabi'),,,Unknown
Sqyr al-Bsry سقير البصري,Follower(Tabi'),,,Unknown
Shdad Abu Qadm al-Basri al-Jryry شداد أبو قادم البصري الجريري ولد ف,Follower(Tabi'),,,Unknown
Shhab bin Mdlj al-Nbry al-Tmymy شهاب بن مدلج العنبري التميمي بصري,Follower(Tabi'),,,Unknown
Shyhh bin 'Abdullah bin Qays شيحة بن عبد الله بن قيس أبو حبرة,Follower(Tabi'),,0.0,Unknown
Salah al-Jdhamy صالح الجذامي ويقال الحداني,Follower(Tabi'),,,Unknown
Salah bin Mysrh al-Khza'y al-Bsry صالح بن ميسرة الخزاعي البصري,Follower(Tabi'),,,Unknown
Salah al-Ma'lm صالح المعلم,Follower(Tabi'),,,Unknown
Sala bin Ashaym al-Advi صلة بن أشيم العدوي أبو الصهباء,Follower(Tabi'),,75.0,Unknown
'Abdullah bin Anas bin Malik عبد الله بن أنس بن مالك الأنصاري,Follower(Tabi'),,,Unknown
'Abdullah bin Bsr al-Hbrany عبد الله بن بسر الحبراني السكسكي ك,Follower(Tabi'),,,Unknown
'Abdullah bin Hmd'h al-Khza'y عبد الله بن حمضه الخزاعي,Follower(Tabi'),,,Unknown
'Abdullah bin Hasan Abu Madina عبد الله بن حصن أبو مدينة السدوسي,Follower(Tabi'),,,Unknown
'Abdullah bin Malik bin al-Hwyrth عبد الله بن مالك بن الحويرث الليثي,Follower(Tabi'),,,Unknown
'Abdullah bin 'Amr Abu Maraiyya عبد الله بن عمرو أبو مراية العجلي,Follower(Tabi'),,,Unknown
'Abdullah bin Abi 'Uthman عبد الله بن أبي عثمان القرشي,Follower(Tabi'),,,Unknown
'Abdullah bin Usamah bin Malik عبد الله بن أسامة بن مالك بن قهطم,Follower(Tabi'),,,Unknown
'Abdullah bin Muslim bin Yasar عبد الله بن مسلم بن يسار,Follower(Tabi'),,,Unknown
'Abdullah Abu al-S'hba'a al-Bahla عبد الله أبو الصهباء الباهلي والد,Follower(Tabi'),,,Unknown
'Abdullah bin Abi Ishaq عبد الله بن أبي إسحاق,Follower(Tabi'),,129.0,Unknown
'Ubaidullah bin Abi Jrwh عبيد الله بن أبي جروة العبدي,Follower(Tabi'),,,Unknown
'Ubaidullah bin Ma'mar bin 'Uthman عبيد الله بن معمر القرشي التيمي,Follower(Tabi'),,23.0,Unknown
'Ubaidullah bin Kryz al-Khza'y عبيد الله بن كريز الخزاعي,Follower(Tabi'),,,Unknown
'Abdul Malik al-Twyl عبد الملك الطويل,Follower(Tabi'),,,Unknown
'Abdul Malik bin Mjash' bin Mas'ud عبد الملك بن مجاشع بن مسعود السلمي,Follower(Tabi'),,,Unknown
'Abdul Hameed bin Dinar al-Bsry عبد الحميد بن دينار البصري,Follower(Tabi'),,,Unknown
'Abdul Hameed bin Qdamh عبد الحميد بن قدامة,Follower(Tabi'),,,Unknown
'Abdul Hameed bin Wasl al-Bahla عبد الحميد بن واصل الباهلي,Follower(Tabi'),,,Unknown
Abd al-Wahd al-Binany عبد الواحد البناني,Follower(Tabi'),,,Unknown
Abd al-Mjyd bin Wahub al-Qyly عبد المجيد بن وهب العقيلي,Follower(Tabi'),,,Unknown
Abd al-Mu'mn bin Abi Shra'h عبد المؤمن بن أبي شراعة الجلاب الأ,Follower(Tabi'),,,Unknown
Abd al-Hakam al-Basri Shykh عبد الحكم البصري,Follower(Tabi'),,,Unknown
Abd al-Salam Abu Kysan al-Bsry عبد السلام أبو كيسان البصري,Follower(Tabi'),,,Unknown
Abd al-Salam bin Shdad al-Qaysy عبد السلام بن شداد القيسي البصري,Follower(Tabi'),,,Unknown
Abd Rbh bin Abi Rashid عبد ربه بن أبي راشد اليشكري,Follower(Tabi'),,,Unknown
Ubaid bin Bab al-Dwsy Mwla عبيد بن باب الدوسي مولى أبي هريرة,Follower(Tabi'),,,Unknown
'Aabad Shykh عباد,Follower(Tabi'),,,Unknown
'Aabad bin Qbys'h al-Ghbry عباد بن قبيصة الغبري,Follower(Tabi'),,,Unknown
'Umar bin Ma'dan عمر بن معدان,Follower(Tabi'),,0.0,Unknown
'Umar bin al-Mhajr Abu Hafs عمر بن المهاجر أبو حفص الأنصاري,Follower(Tabi'),,,Unknown
'Uthman bin Wky' al-Bdy عثمان بن وكيع العبدي,Follower(Tabi'),,,Unknown
'Uthman al-Twyl عثمان الطويل,Follower(Tabi'),,,Unknown
'Uthman bin Abi al-S'hba'a al-Quraishi عثمان بن أبي الصهباء القرشي,Follower(Tabi'),,,Unknown
'Amr bin Bashr al-Dby عمرو بن بشر الضبي,Follower(Tabi'),,,Unknown
'Amir bin 'Abdullah bin 'Abd Qays عامر بن عبد الله بن عبد قيس التمي,Follower(Tabi'),,,Unknown
Ata'a bin Ziyad عطاء بن زياد,Follower(Tabi'),,,Unknown
Ata'a al-Nhdy عطاء النهدي,Follower(Tabi'),,,Unknown
Hisham bin Ziyad bin Mutar هشام بن زياد بن مطر العدوي,Follower(Tabi'),,,Unknown
'Imran al-Ma عمران العمي,Follower(Tabi'),,,Unknown
'Uqba Abu al-Akhdr al-Db'y عقبة أبو الأخضر الضبعي,Follower(Tabi'),,,Unknown
'Asim al-Nbry عاصم العنبري,Follower(Tabi'),,,Unknown
'Asim bin Hbtr Abu Qdamh عاصم بن حبتر أبو قدامة العدوي,Follower(Tabi'),,,Unknown
'Asim bin al-Jaj al-Jhdry عاصم بن العجاج الجحدري,Follower(Tabi'),,129.0,Unknown
Atyh al-Tfawy al-Basri Abu al-Mua'dhl عطية الطفاوي البصري أبو المعذل,Follower(Tabi'),,,Unknown
Ajlan Mwla Thqyf عجلان مولى ثقيف,Follower(Tabi'),,,Unknown
'Umayrh bin Ythrba al-Dby Qada عميرة بن يثربي الضبي قاضي البصرة,Follower(Tabi'),,,Unknown
Abu Hnyd'h al-Mazny Asmh Aryb أبو هنيدة المازني اسمه عريب بن مال,Follower(Tabi'),,,Unknown
'As'as bin Salamah عسعس بن سلامة أبو صفرة التميمي,Follower(Tabi'),,,Unknown
Azwan bin Azwan al-Rqashy عزوان بن عزوان الرقاشي,Follower(Tabi'),,0.0,Unknown
Ghalb al-Ryahy Bsra غالب الرياحي بصري,Follower(Tabi'),,,Unknown
Ghylan bin 'Umayrh غيلان بن عميرة,Follower(Tabi'),,,Unknown
Fdyl bin Zayd al-Rqashy Knyt'h فضيل بن زيد الرقاشي كنيته أبو حسان,Follower(Tabi'),,95.0,Unknown
Fyl bin Arad'h فيل بن عرادة,Follower(Tabi'),,,Unknown
al-Qasim bin Ubaid القاسم بن عبيد,Follower(Tabi'),,,Unknown
al-Qasim al-Rhal Abu Malik القاسم الرحال أبو مالك,Follower(Tabi'),,,Unknown
al-Qasim bin 'Uthman Abu al-'Ala' القاسم بن عثمان أبو العلاء,Follower(Tabi'),,,Unknown
Qays Abu S'aid al-Raqqashi قيس أبو سعيد الرقاشي,Follower(Tabi'),,,Unknown
Qrh bin D'mws قرة بن دعموص,Follower(Tabi'),,,Unknown
Qnbr Abu al-Sh'tha'a Mwla bina قنبر أبو الشعثاء مولى بني معمر,Follower(Tabi'),,,Unknown
Qrt bin Khythmh قرط بن خيثمة,Follower(Tabi'),,,Unknown
Klab bin Umayya Bsra Knyt'h كلاب بن أمية بصري كنيته أبو هارون,Follower(Tabi'),,,Unknown
Lyla 'Umar'ah ليلى امرأة,Follower(Tabi'),,,Unknown
Muhammad bin Hsan محمد بن حسان,Follower(Tabi'),,,Unknown
Mua'wiya bin Ma'tb al-Hdhla معاوية بن معتب الهذلي,Follower(Tabi'),,,Unknown
Mua'wiya bin Hrml معاوية بن حرمل,Follower(Tabi'),,,Unknown
Mrwan Mwla Hnd bint al-Mhlb مروان مولى هند بنت المهلب بن أبي,Follower(Tabi'),,,Unknown
Mrwan al-Asghr Knyt'h Abu Khlf مروان الأصغر كنيته أبو خلف,Follower(Tabi'),,,Unknown
Mhda bin 'Imran al-Hnfy مهدي بن عمران الحنفي,Follower(Tabi'),,,Unknown
Msawr bin Ubaid al-Hmany مساور بن عبيد الحماني,Follower(Tabi'),,,Unknown
Msawr Mwla Abi Brzh مساور مولى أبي برزة,Follower(Tabi'),,,Unknown
Mhran Abu Arwbh Mwla bina مهران أبو عروبة مولى بني عدي,Follower(Tabi'),,,Unknown
Mdh'wr bin al-Tfyl مذعور بن الطفيل,Follower(Tabi'),,,Unknown
Mjz'ah bin Thwr al-Sdwsy Knyt'h مجزأة بن ثور السدوسي كنيته أبو الو,Follower(Tabi'),,0.0,Unknown
Abu Salah al-Basri Asmh Myzan أبو صالح البصري اسمه ميزان,Follower(Tabi'),,,Unknown
Mqt' Rjl مقطع رجل,Follower(Tabi'),,,Unknown
Naf' bin al-Azrq نافع بن الأزرق,Follower(Tabi'),,,Unknown
Naf' Shykh نافع,Follower(Tabi'),,,Unknown
al-Nadr bin Ma'bd Abu Qhdhm النضر بن معبد أبو قحذم سمع أنس,Follower(Tabi'),,,Unknown
Abu al-Hzhaz al-Jly Asmh Nsr أبو الهزهاز العجلي اسمه نصر بن زيا,Follower(Tabi'),,,Unknown
al-Nmr bin Hilal النمر بن هلال,Follower(Tabi'),,,Unknown
Nadrh al-Azdyh نضرة الأزدية,Follower(Tabi'),,0.0,Unknown
Wasl al-Dwa واصل العدوي,Follower(Tabi'),,,Unknown
Waq' bin Shban al-Basri Knyt'h واقع بن سحبان البصري كنيته أبو عقي,Follower(Tabi'),,,Unknown
Hisham bin Hbyrh al-Dby al-Qada هشام بن هبيرة الضبي القاضي,Follower(Tabi'),,72.0,Unknown
Hilal bin Hasan Akhw bina هلال بن حصن أخو بني مرة بن عباد,Follower(Tabi'),,,Unknown
Hilal bin Isma'il Abu Sa'id هلال بن إسماعيل أبو سعيد,Follower(Tabi'),,94.0,Unknown
Hilal bin Yazid al-Maazni Abu Mus'ab هلال بن يزيد المازني أبو مصعب,Follower(Tabi'),,,Unknown
Hmam bin Khnas al-Dwa Wqd همام بن خناس العدوي,Follower(Tabi'),,,Unknown
Haram bin Hayan al-Abdi هرم بن حيان الأزدي العبدي,Follower(Tabi'),,,Unknown
Yazid bin Drhm Abu al-'Ala' يزيد بن درهم أبو العلاء العجمي,Follower(Tabi'),,,Unknown
Yazid bin Abi Salah Abu يزيد بن أبي صالح أبو حبيب الدباغ,Follower(Tabi'),,,Unknown
Yazid bin 'Amir al-Dby Knyt'h يزيد بن عامر الضبي كنيته أبو مودود,Follower(Tabi'),,,Unknown
Yazid bin Muslim al-Mnqry يزيد بن مسلم المنقري,Follower(Tabi'),,,Unknown
Yazid Abu Habib يزيد أبو حبيب,Follower(Tabi'),,,Unknown
Yazid bin Atard al-Sdwsy Abu يزيد بن عطارد السدوسي أبو البزري ا,Follower(Tabi'),,0.0,Unknown
Yazid bin Ma'nq al-Jrshy يزيد بن معنق الجرشي,Follower(Tabi'),,,Unknown
Abu Bakr bin Thmamh bin al-N'man أبو بكر بن ثمامة بن النعمان الراسب,Follower(Tabi'),,,Unknown
Abu Tmymh al-Slmy al-Bsry أبو تميمة السلمي البصري,Follower(Tabi'),,,Unknown
Abu Fras أبو فراس,Follower(Tabi'),,,Unknown
al-Htm bin 'Abdullah Shykh الحطم بن عبد الله,Follower(Tabi'),,,Unknown
Hmlh bin 'Abdur Rahman al-Ky حملة بن عبد الرحمن العكي,Follower(Tabi'),,,Unknown
al-Hdthan Shykh الحدثان,Follower(Tabi'),,,Unknown
Hbal bin Rfyd'h al-Tyma حبال بن رفيدة التيمي,Follower(Tabi'),,,Unknown
Hdmr Mwla Abs حدمر مولى عبس,Follower(Tabi'),,,Unknown
Habibh bint Maysara حبيبة بنت ميسرة,Follower(Tabi'),,,Unknown
Hkymh Jd'h Yahya bin Aba حكيمة جدة يحيى بن أبي سفيان,Follower(Tabi'),,,Unknown
Hbh bint al-Mtlb bin Aba حبة بنت المطلب بن أبي وداعة السهمي,Follower(Tabi'),,,Unknown
Hkymh bint Y'la bin Mrh حكيمة بنت يعلى بن مرة,Follower(Tabi'),,,Unknown
Khalid bin Zayd al-Jhny خالد بن زيد الجهني,Follower(Tabi'),,,Unknown
Khalid bin Zayd bin Jariya خالد بن زيد بن جارية,Follower(Tabi'),,,Unknown
Khalid bin Aymn al-Ma'afry خالد بن ايمن المعافري ويقال المعاور,Follower(Tabi'),,,Unknown
Khalid bin al-Rabi'y al-Tky خالد بن الربيع العتكي,Follower(Tabi'),,,Unknown
Khalid bin Jryr bin Abd خالد بن جرير بن عبد الله البجلي,Follower(Tabi'),,,Unknown
Khalid bin Ysar Akhw Sdqh خالد بن يسار أخو صدقة بن يسار,Follower(Tabi'),,,Unknown
Khalid bin Abi Hyan Mwla خالد بن أبي حيان مولى هزيلة امرأة,Follower(Tabi'),,,Unknown
Khalid al-Rb'y خالد الربعي,Follower(Tabi'),,,Unknown
Khalid bin Khalid bin 'Amr خالد بن خالد بن عمرو بن حريث,Follower(Tabi'),,,Unknown
Khalid bin Dinar خالد بن دينار,Follower(Tabi'),,,Unknown
Khalid bin Jbr خالد بن جبر,Follower(Tabi'),,,Unknown
Khalid bin Nshyt Abu al-Ryan خالد بن نشيط أبو العريان,Follower(Tabi'),,,Unknown
Khalid bin Rafa'y خالد بن رافع,Follower(Tabi'),,,Unknown
Khalid bin Zayd al-Mzny خالد بن زيد المزني,Follower(Tabi'),,,Unknown
Khalid bin Jabir bin Smrh خالد بن جابر بن سمرة العامري السوا,Follower(Tabi'),,,Unknown
Khalid bin Dryk خالد بن دريك,Follower(Tabi'),,,Unknown
Khalid bin Hyy Mwla 'Uthman خالد بن حيي مولى عثمان بن عفان,Follower(Tabi'),,,Unknown
Khalid bin Yazid خالد بن يزيد,Follower(Tabi'),,,Unknown
Khalid al-Sba'ia خالد السبائي,Follower(Tabi'),,,Unknown
Khalid bin Sby' خالد بن سبيع,Follower(Tabi'),,,Unknown
Khalid Shykh خالد,Follower(Tabi'),,,Unknown
Khalid bin 'Abdullah bin Rbah خالد بن عبد الله بن رباح,Follower(Tabi'),,,Unknown
Khalid bin Ar'rh al-Tyma خالد بن عرعرة التيمي,Follower(Tabi'),,,Unknown
Khalid bin Abi 'Uthman خالد بن أبي عثمان,Follower(Tabi'),,,Unknown
Khalid al-Mana خالد العماني,Follower(Tabi'),,,Unknown
Khalid bin Ma'tb خالد بن معتب,Follower(Tabi'),,,Unknown
Khalid bin al-Washmh خالد بن الواشمة,Follower(Tabi'),,,Unknown
Khalid bin Kysan خالد بن كيسان,Follower(Tabi'),,,Unknown
Khalid bin 'Abdullah bin Usayd خالد بن عبد الله بن أسيد,Follower(Tabi'),,,Unknown
Khalid bin Mhdwj al-Wasty Abu خالد بن محدوج الواسطي أبو روح,Follower(Tabi'),,,Unknown
Khalid bin Muhammad خالد بن محمد بن عبد الله,Follower(Tabi'),,,Unknown
Khalid bin Abi Muslim al-Ta'ify خالد بن أبي مسلم الطائفي,Follower(Tabi'),,,Unknown
Khalid bin Yazid Abu Abd خالد بن يزيد أبو عبد الرحمن,Follower(Tabi'),,,Unknown
Khalid bin Msawr خالد بن مساور,Follower(Tabi'),,,Unknown
Khlyfh al-Wasty Mwla Ashj' خليفة الواسطي مولى أشجع,Follower(Tabi'),,,Unknown
Khlyfh Mwla 'Amr bin Hryth خليفة مولى عمرو بن حريث القرشي,Follower(Tabi'),,,Unknown
Khlyfh bin Abi Habib Akhw خليفة بن أبي حبيب أخو يزيد بن أبي,Follower(Tabi'),,,Unknown
Khlyfh bin 'Abdullah al-Ghbry خليفة بن عبد الله الغبري,Follower(Tabi'),,,Unknown
Khlyd خليد,Follower(Tabi'),,,Unknown
Khtab bin Khfaf Abu Jwyryh خطاب بن خفاف أبو جويرية الجرمي الي,Follower(Tabi'),,,Unknown
Kharjh bin al-Slt bin Shar خارجة بن الصلت بن صحار التميمي,Follower(Tabi'),,,Unknown
Kharjh bin al-Wam خارجة بن العوام,Follower(Tabi'),,,Unknown
Khrshh bin Habib al-Slmy Akhw خرشة بن حبيب السلمي أخو أبي عبد ا,Follower(Tabi'),,,Unknown
Khthym bin 'Amr خثيم بن عمرو,Follower(Tabi'),,,Unknown
Khthym bin Mrwan خثيم بن مروان,Follower(Tabi'),,,Unknown
Khdyr al-Slmy خضير السلمي,Follower(Tabi'),,,Unknown
Khdyr bin al-Aswad خضير بن الأسود,Follower(Tabi'),,,Unknown
Khbab خباب,Follower(Tabi'),,,Unknown
Khnys bin 'Abdur Rahman bin N'ym خنيس بن عبد الرحمن بن نعيم الغفاري,Follower(Tabi'),,,Unknown
Khythmh bin Malik خيثمة بن مالك,Follower(Tabi'),,,Unknown
Khmyr Abu Malik al-Hmyry خمير أبو مالك الحميري,Follower(Tabi'),,,Unknown
Khmyr bin Malik خمير بن مالك,Follower(Tabi'),,,Unknown
Khzymh bin Thabit bin Khzymh خزيمة بن ثابت بن خزيمة بن ثابت,Follower(Tabi'),,,Unknown
Khtaf Mwla L'thman bin Aba خطاف مولى لعثمان بن أبي العاص,Follower(Tabi'),,,Unknown
Khalid'h bint Tlq Trwa An خالدة بنت طلق,Follower(Tabi'),,,Unknown
Khyrh Mwlah Umm Salmah Wald'h خيرة مولاة أم سلمة والدة الحسن,Follower(Tabi'),,,Unknown
Da'ud bin Khythmh داود بن خيثمة,Follower(Tabi'),,,Unknown
Da'ud bin Muhammad bin Njyh داود بن محمد بن نجيح,Follower(Tabi'),,,Unknown
Da'ud al-Ghfary داود الغفاري,Follower(Tabi'),,,Unknown
Dinar al-Hjam Mwla Jrm Hjm دينار الحجام مولى جرم حجم زيد,Follower(Tabi'),,,Unknown
Dinar al-Hjam Hjm Anas bin Malik دينار الحجام حجم أنس بن مالك,Follower(Tabi'),,,Unknown
Dinar Abu Kathir دينار أبو كثير,Follower(Tabi'),,,Unknown
Dinar Abu S'aid Aqysa دينار أبو سعيد عقيصا,Follower(Tabi'),,,Unknown
Dinar Abu Fitimah دينار أبو فاطمة,Follower(Tabi'),,,Unknown
Drhm Abu Hnd درهم أبو هند,Follower(Tabi'),,,Unknown
Drhm Abu Ubaid درهم أبو عبيد,Follower(Tabi'),,,Unknown
Drhm Mwla Hamza درهم مولى حمزة,Follower(Tabi'),,,Unknown
Dljh bin Qays دلجة بن قيس,Follower(Tabi'),,,Unknown
Djajh دجاجة,Follower(Tabi'),,,Unknown
Dghfl Shykh دغفل,Follower(Tabi'),,,Unknown
al-Dhyal bin Hnzlh bin Hnyfh الذيال بن حنظلة بن حنيفة بن حذيم,Follower(Tabi'),,,Unknown
Dhbab bin Mrh ذباب بن مرة,Follower(Tabi'),,,Unknown
